year,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1994,M,38.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure
1995,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1989,M,37.0,36.0,Dipodomys,merriami,Rodent,Control
1978,M,34.0,45.0,Dipodomys,ordii,Rodent,Control
1983,M,36.0,,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1999,M,19.0,27.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1989,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1998,M,37.0,41.0,Dipodomys,merriami,Rodent,Control
1995,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
2002,F,35.0,54.0,Dipodomys,ordii,Rodent,Rodent Exclosure
2001,F,23.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1988,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2001,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
1989,M,38.0,56.0,Dipodomys,ordii,Rodent,Control
1985,M,38.0,47.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1988,F,37.0,43.0,Dipodomys,merriami,Rodent,Control
1999,F,21.0,20.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1980,F,47.0,68.0,Dipodomys,spectabilis,Rodent,Control
1986,M,19.0,38.0,Onychomys,leucogaster,Rodent,Control
1980,F,48.0,123.0,Dipodomys,spectabilis,Rodent,Control
1978,F,37.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1996,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
2002,M,35.0,33.0,Dipodomys,merriami,Rodent,Control
1991,M,35.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure
1986,F,20.0,22.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1995,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1982,M,49.0,138.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1981,M,35.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1992,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1982,M,20.0,25.0,Onychomys,torridus,Rodent,Control
2002,M,37.0,52.0,Dipodomys,ordii,Rodent,Control
2000,F,25.0,24.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1998,F,34.0,175.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1985,F,35.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure
1997,M,26.0,27.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1996,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,M,27.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1983,M,34.0,53.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1991,F,36.0,51.0,Dipodomys,ordii,Rodent,Control
1991,F,15.0,28.0,Onychomys,torridus,Rodent,Control
1997,M,37.0,51.0,Dipodomys,ordii,Rodent,Control
1999,F,36.0,63.0,Dipodomys,ordii,Rodent,Spectab exclosure
1996,M,33.0,44.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1980,M,36.0,51.0,Dipodomys,merriami,Rodent,Control
1987,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1988,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1978,F,,29.0,Peromyscus,eremicus,Rodent,Control
1991,F,37.0,45.0,Dipodomys,merriami,Rodent,Control
1997,M,21.0,29.0,Onychomys,torridus,Rodent,Control
1979,F,33.0,27.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1988,M,17.0,14.0,Reithrodontomys,fulvescens,Rodent,Short-term Krat Exclosure
1980,F,,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2002,F,38.0,52.0,Dipodomys,merriami,Rodent,Control
1988,F,20.0,21.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1985,M,35.0,38.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1978,M,21.0,,Onychomys,leucogaster,Rodent,Control
1985,F,49.0,140.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1983,F,20.0,30.0,Onychomys,leucogaster,Rodent,Spectab exclosure
2002,F,36.0,50.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1991,F,37.0,39.0,Dipodomys,merriami,Rodent,Control
1986,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
1981,M,49.0,128.0,Dipodomys,spectabilis,Rodent,Control
1989,not reported,,,Amphispiza,bilineata,Bird,Control
1998,F,20.0,27.0,Onychomys,torridus,Rodent,Control
1982,M,36.0,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1992,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
1990,F,36.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure
1984,F,48.0,114.0,Dipodomys,spectabilis,Rodent,Control
1999,M,19.0,26.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1996,M,20.0,14.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1989,F,22.0,30.0,Onychomys,torridus,Rodent,Spectab exclosure
1993,F,35.0,43.0,Dipodomys,merriami,Rodent,Control
1999,F,34.0,41.0,Dipodomys,merriami,Rodent,Spectab exclosure
1977,M,33.0,,Dipodomys,merriami,Rodent,Control
1983,F,37.0,40.0,Dipodomys,merriami,Rodent,Control
2002,F,25.0,24.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
2001,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1987,F,36.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1980,F,34.0,49.0,Dipodomys,ordii,Rodent,Control
1995,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1998,M,23.0,14.0,Chaetodipus,penicillatus,Rodent,Control
2001,F,21.0,27.0,Onychomys,torridus,Rodent,Rodent Exclosure
1989,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1992,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2002,M,23.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1985,M,39.0,46.0,Dipodomys,merriami,Rodent,Control
1983,F,35.0,49.0,Dipodomys,merriami,Rodent,Control
1985,F,37.0,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1990,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
1982,not reported,,,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,M,20.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1982,M,46.0,94.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1995,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
1981,M,19.0,18.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1996,F,36.0,49.0,Dipodomys,merriami,Rodent,Control
1987,F,19.0,10.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1987,F,15.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1992,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
1988,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1984,M,19.0,17.0,Onychomys,torridus,Rodent,Control
1979,F,51.0,123.0,Dipodomys,spectabilis,Rodent,Control
2002,F,36.0,55.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1991,M,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1990,M,21.0,28.0,Onychomys,torridus,Rodent,Control
1984,M,22.0,10.0,Chaetodipus,penicillatus,Rodent,Control
1978,F,50.0,100.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1979,M,21.0,22.0,Onychomys,torridus,Rodent,Control
1984,F,20.0,24.0,Peromyscus,maniculatus,Rodent,Control
1991,M,20.0,22.0,Onychomys,torridus,Rodent,Rodent Exclosure
1981,F,53.0,120.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1988,F,21.0,18.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
2000,M,26.0,18.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1983,M,36.0,43.0,Dipodomys,ordii,Rodent,Control
1997,M,19.0,15.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1986,M,37.0,42.0,Dipodomys,merriami,Rodent,Control
1987,F,35.0,43.0,Dipodomys,merriami,Rodent,Control
1982,M,18.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1980,F,35.0,40.0,Dipodomys,merriami,Rodent,Control
1997,F,22.0,12.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1994,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1987,M,20.0,17.0,Peromyscus,eremicus,Rodent,Control
1999,M,20.0,27.0,Onychomys,torridus,Rodent,Control
1986,M,21.0,19.0,Onychomys,torridus,Rodent,Rodent Exclosure
1981,F,36.0,46.0,Dipodomys,ordii,Rodent,Control
1999,M,34.0,50.0,Dipodomys,merriami,Rodent,Control
1993,F,21.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1988,M,36.0,25.0,Dipodomys,merriami,Rodent,Control
1983,M,36.0,43.0,Dipodomys,ordii,Rodent,Control
1990,M,29.0,55.0,Sigmodon,fulviventer,Rodent,Long-term Krat Exclosure
2001,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1981,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
1988,M,36.0,41.0,Dipodomys,ordii,Rodent,Control
1988,M,21.0,29.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1983,M,51.0,146.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1982,M,21.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1995,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1999,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
2001,F,33.0,25.0,Dipodomys,merriami,Rodent,Spectab exclosure
1996,F,35.0,33.0,Dipodomys,merriami,Rodent,Control
1982,F,32.0,118.0,Neotoma,albigula,Rodent,Control
1996,F,21.0,16.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1989,M,36.0,55.0,Dipodomys,ordii,Rodent,Control
1997,M,34.0,43.0,Dipodomys,merriami,Rodent,Control
1983,F,36.0,30.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1980,M,,49.0,Dipodomys,merriami,Rodent,Control
1979,M,35.0,46.0,Dipodomys,merriami,Rodent,Control
1990,F,17.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1982,F,37.0,46.0,Dipodomys,ordii,Rodent,Control
2001,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1982,F,15.0,11.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1984,F,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1980,M,49.0,86.0,Dipodomys,spectabilis,Rodent,Control
1982,F,21.0,39.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1986,M,37.0,49.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1987,F,,84.0,Neotoma,albigula,Rodent,Control
1990,M,36.0,39.0,Dipodomys,merriami,Rodent,Control
2002,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1986,F,35.0,39.0,Dipodomys,merriami,Rodent,Control
1982,M,21.0,39.0,Onychomys,leucogaster,Rodent,Control
1984,M,26.0,33.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1987,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Control
2000,F,20.0,14.0,Chaetodipus,penicillatus,Rodent,Control
2002,M,26.0,17.0,Chaetodipus,baileyi,Rodent,Control
1990,M,36.0,48.0,Dipodomys,ordii,Rodent,Control
1997,M,15.0,7.0,Perognathus,flavus,Rodent,Control
1996,F,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1985,F,37.0,48.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1985,M,38.0,37.0,Dipodomys,ordii,Rodent,Spectab exclosure
2002,M,26.0,41.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
2002,not reported,,,Rodent,sp.,Rodent,Short-term Krat Exclosure
1997,M,37.0,41.0,Dipodomys,merriami,Rodent,Control
1990,M,35.0,41.0,Dipodomys,merriami,Rodent,Control
1995,F,35.0,35.0,Dipodomys,merriami,Rodent,Spectab exclosure
1992,F,36.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure
1991,F,27.0,27.0,Sigmodon,ochrognathus,Rodent,Long-term Krat Exclosure
2001,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
1995,F,23.0,22.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1982,M,,115.0,Dipodomys,spectabilis,Rodent,Control
1995,M,20.0,21.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
2001,F,36.0,51.0,Dipodomys,merriami,Rodent,Control
1982,F,14.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
2002,F,28.0,34.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
2002,F,36.0,44.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1991,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
1995,F,21.0,21.0,Onychomys,torridus,Rodent,Spectab exclosure
1981,not reported,49.0,112.0,Dipodomys,spectabilis,Rodent,Control
1981,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1979,F,31.0,168.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1996,M,21.0,28.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1982,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1993,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
1984,M,50.0,130.0,Dipodomys,spectabilis,Rodent,Control
1980,F,,38.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1982,F,31.0,124.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1997,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1990,F,37.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure
1982,M,34.0,50.0,Dipodomys,merriami,Rodent,Control
1989,M,21.0,39.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1997,M,37.0,42.0,Dipodomys,merriami,Rodent,Control
1980,F,36.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1989,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1988,not reported,,,Spermophilus,spilosoma,Rodent,Spectab exclosure
1995,not reported,,,Spermophilus,spilosoma,Rodent,Spectab exclosure
1994,M,39.0,41.0,Dipodomys,merriami,Rodent,Control
2002,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1984,F,35.0,43.0,Dipodomys,merriami,Rodent,Control
1978,F,21.0,28.0,Onychomys,leucogaster,Rodent,Control
1980,M,48.0,131.0,Dipodomys,spectabilis,Rodent,Control
1986,F,37.0,52.0,Dipodomys,ordii,Rodent,Control
1989,M,37.0,31.0,Dipodomys,merriami,Rodent,Control
1995,not reported,,,Ammospermophilus,harrisi,Rodent,Control
1987,F,20.0,23.0,Onychomys,leucogaster,Rodent,Control
2000,M,25.0,26.0,Chaetodipus,baileyi,Rodent,Control
1992,F,15.0,10.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1980,F,32.0,29.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1998,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1985,F,20.0,35.0,Onychomys,leucogaster,Rodent,Control
1983,M,35.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure
1999,M,25.0,26.0,Chaetodipus,baileyi,Rodent,Control
1998,M,34.0,56.0,Dipodomys,ordii,Rodent,Spectab exclosure
1998,M,33.0,52.0,Dipodomys,ordii,Rodent,Control
1990,M,37.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
1995,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1998,F,19.0,32.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1979,M,51.0,144.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1982,M,33.0,41.0,Dipodomys,merriami,Rodent,Control
1987,M,,49.0,Dipodomys,merriami,Rodent,Spectab exclosure
1996,F,37.0,51.0,Dipodomys,merriami,Rodent,Control
1997,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1997,M,15.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1980,M,15.0,8.0,Perognathus,flavus,Rodent,Control
1982,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1997,F,20.0,31.0,Onychomys,torridus,Rodent,Control
1999,M,27.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1990,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1989,M,20.0,30.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1979,F,52.0,132.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1978,F,20.0,28.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1986,F,,,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1996,M,19.0,13.0,Onychomys,torridus,Rodent,Control
1999,F,34.0,44.0,Dipodomys,merriami,Rodent,Control
1997,F,19.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
2000,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1987,F,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1988,M,36.0,48.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1991,F,36.0,43.0,Dipodomys,merriami,Rodent,Control
2001,M,27.0,40.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
2000,F,25.0,31.0,Chaetodipus,baileyi,Rodent,Control
1998,M,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1983,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1981,M,,19.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1987,F,14.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1996,F,16.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1977,M,36.0,47.0,Dipodomys,merriami,Rodent,Control
1988,not reported,,,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1987,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1994,F,37.0,33.0,Dipodomys,merriami,Rodent,Control
1995,F,15.0,9.0,Perognathus,flavus,Rodent,Control
1991,F,15.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1987,F,29.0,100.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1989,M,22.0,21.0,Onychomys,torridus,Rodent,Rodent Exclosure
1996,F,20.0,27.0,Onychomys,torridus,Rodent,Control
1985,M,31.0,136.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
2001,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure
1998,F,,24.0,Onychomys,torridus,Rodent,Control
1983,F,37.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure
1992,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1984,M,22.0,33.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1990,M,36.0,42.0,Dipodomys,ordii,Rodent,Spectab exclosure
1998,F,36.0,43.0,Dipodomys,merriami,Rodent,Control
1989,F,15.0,13.0,Reithrodontomys,megalotis,Rodent,Control
1986,M,35.0,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1977,M,22.0,,Chaetodipus,penicillatus,Rodent,Control
1990,F,34.0,27.0,Dipodomys,ordii,Rodent,Control
1980,F,,5.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1995,M,35.0,23.0,Dipodomys,merriami,Rodent,Control
1982,F,37.0,46.0,Dipodomys,merriami,Rodent,Control
1998,M,34.0,38.0,Dipodomys,merriami,Rodent,Control
1986,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1997,F,19.0,25.0,Onychomys,torridus,Rodent,Spectab exclosure
1997,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1983,not reported,,,Dipodomys,sp.,Rodent,Control
1990,M,31.0,61.0,Sigmodon,hispidus,Rodent,Long-term Krat Exclosure
2000,not reported,,,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1981,M,,46.0,Dipodomys,merriami,Rodent,Spectab exclosure
1982,M,,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1996,F,36.0,57.0,Dipodomys,ordii,Rodent,Control
1995,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
1982,F,,34.0,Dipodomys,merriami,Rodent,Spectab exclosure
1989,F,31.0,114.0,Sigmodon,hispidus,Rodent,Long-term Krat Exclosure
1987,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1978,M,36.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1999,M,37.0,39.0,Dipodomys,merriami,Rodent,Control
1987,F,36.0,42.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1984,F,16.0,20.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1983,F,52.0,128.0,Dipodomys,spectabilis,Rodent,Control
1989,F,36.0,52.0,Dipodomys,merriami,Rodent,Control
1999,M,36.0,55.0,Dipodomys,ordii,Rodent,Spectab exclosure
1998,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1999,F,25.0,32.0,Chaetodipus,baileyi,Rodent,Control
1989,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1982,M,52.0,152.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2002,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
2000,M,35.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure
1979,M,51.0,145.0,Dipodomys,spectabilis,Rodent,Control
1995,F,23.0,24.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1980,F,19.0,22.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1996,M,22.0,,Chaetodipus,penicillatus,Rodent,Control
1985,M,35.0,47.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1988,F,36.0,48.0,Dipodomys,merriami,Rodent,Control
1982,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1985,F,36.0,40.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1978,F,20.0,13.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1989,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1997,M,20.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1998,M,16.0,8.0,Perognathus,flavus,Rodent,Spectab exclosure
2002,F,27.0,38.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1988,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
1991,F,36.0,30.0,Dipodomys,ordii,Rodent,Control
1989,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
1996,F,35.0,34.0,Dipodomys,merriami,Rodent,Control
1983,F,34.0,44.0,Dipodomys,ordii,Rodent,Control
1987,M,47.0,62.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2002,M,23.0,18.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1995,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1989,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1991,not reported,,,Dipodomys,ordii,Rodent,Control
1978,F,,21.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1992,F,16.0,,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1980,M,36.0,41.0,Dipodomys,merriami,Rodent,Control
1998,M,23.0,12.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1981,F,37.0,,Dipodomys,ordii,Rodent,Rodent Exclosure
2000,F,30.0,,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1988,F,33.0,46.0,Dipodomys,ordii,Rodent,Control
1993,M,14.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1998,M,35.0,36.0,Dipodomys,merriami,Rodent,Spectab exclosure
1988,M,36.0,59.0,Dipodomys,ordii,Rodent,Control
1978,not reported,,,Neotoma,albigula,Rodent,Control
1999,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1997,F,21.0,34.0,Onychomys,torridus,Rodent,Control
1986,F,33.0,53.0,Dipodomys,ordii,Rodent,Control
1998,M,35.0,46.0,Dipodomys,merriami,Rodent,Control
1997,F,20.0,25.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1982,M,36.0,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1995,F,36.0,61.0,Dipodomys,ordii,Rodent,Control
1985,F,20.0,38.0,Peromyscus,eremicus,Rodent,Control
1999,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1979,M,48.0,110.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1997,M,35.0,50.0,Dipodomys,merriami,Rodent,Control
1995,F,20.0,19.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1998,F,35.0,46.0,Dipodomys,merriami,Rodent,Control
1999,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1990,M,37.0,38.0,Dipodomys,merriami,Rodent,Control
1981,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1997,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1982,M,20.0,27.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1989,M,,46.0,Dipodomys,merriami,Rodent,Control
2000,F,35.0,54.0,Dipodomys,ordii,Rodent,Control
1990,F,37.0,40.0,Dipodomys,merriami,Rodent,Control
1994,F,14.0,,Perognathus,flavus,Rodent,Control
1997,F,17.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1991,M,31.0,36.0,Dipodomys,merriami,Rodent,Spectab exclosure
1998,M,36.0,45.0,Dipodomys,ordii,Rodent,Control
1997,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2002,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1978,M,52.0,122.0,Dipodomys,spectabilis,Rodent,Control
1988,M,20.0,24.0,Onychomys,torridus,Rodent,Rodent Exclosure
1996,M,36.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
2002,F,20.0,33.0,Onychomys,torridus,Rodent,Control
1981,M,22.0,29.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1981,M,48.0,130.0,Dipodomys,spectabilis,Rodent,Control
1994,not reported,,,Amphispiza,bilineata,Bird,Control
1998,not reported,,,Chaetodipus,sp.,Rodent,Rodent Exclosure
1998,F,36.0,54.0,Dipodomys,merriami,Rodent,Control
